pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,pca_20,pca_21,pca_22,pca_23,pca_24,pca_25,pca_26,pca_27,pca_28,pca_29,pca_30,pca_31,pca_32,pca_33,pca_34,pca_35,pca_36,pca_37,pca_38,pca_39,pca_40,pca_41,pca_42,pca_43,pca_44,pca_45,pca_46,pca_47,pca_48,pca_49,pca_50,pca_51,pca_52,pca_53,pca_54,pca_55,pca_56,pca_57,pca_58,pca_59,pca_60,pca_61,pca_62,pca_63
-20.244038526341388,-6.718546926488247,-11.839866083898176,3.007421145359066,4.245243938798654,-3.9324625731835203,0.3801205285009034,-3.7921988350503977,-0.32469018077912354,1.1308401353338577,-5.320610447611135,-6.743115660129635,1.572987190892044,0.03983832748134203,-8.372211783298914,-0.05986583761383248,-0.7364975625523503,1.7784240445372537,-0.6821764923959912,-1.2749053314380312,0.15000344522072412,-2.559050225538665,-2.3877668572358073,-1.2689253050636835,0.6520697541160961,-1.7884590740252042,4.467587834945124,-1.2344852476594095,-3.6863311977465236,-3.189909076992977,-2.4838032915849015,1.4752186959968463,4.623094938912827,-5.002208802933555,1.6600349016660951,0.7454145986466076,-5.218983736456016,-1.626614261716685,0.47271711331654054,1.9997468356701211,-2.1117314466178194,-1.8134195751094493,-0.8460941040896451,4.484891082160805,-0.12312769909167212,1.8017641580357384,-2.0315407918900465,3.0029356137045045,1.3169187969511555,0.8820091319190945,-3.224213213979449,-5.385289027261239,5.149722310172873,-2.7959253795442174,-4.263459907241921,-3.183433343734458,3.756453375036386,1.9455349487961777,-0.34782866095601506,-0.42593024297548987,3.166404922361592,-2.446840486709671,-1.4125510476044278,1.4603858111062205
39.61220530490714,-9.017960786912514,-9.869753532740638,7.911265627876298,-12.857754918622879,-0.13960472463775508,-9.18905862458836,14.995976608449286,-8.147701300334905,-9.1015796064878,-10.70593641316056,5.290798824460709,-10.266967468689828,9.613282935712277,-0.3720944744084534,-10.723227628702672,-6.8906344335424565,8.655181731986307,-5.733274702370897,-7.139032359437407,3.2182621962255276,8.99892244262762,5.019239478153552,-12.351489016850902,1.751996375379652,7.813736327972185,1.4263045458079735,2.3303795432134065,5.348823883059446,-0.36714251962773325,4.096718204318365,4.950816317095389,10.449184600372329,1.0778059090519598,8.794554498762643,-9.21850859437692,0.7909746053185003,-4.436574585384848,5.979578519134289,-2.4940638814826275,-0.723375825498218,5.397572479446665,3.235360466879118,-2.5582342327641836,11.236097856476855,6.070315731319737,-4.259273222303179,7.330926265801567,3.0501882183384104,-7.293442735862238,3.0943214103408945,0.1146588618143847,0.8978605105927839,0.8873540104668987,-1.8182657478570816,-7.895064579214038,-1.9433286701571646,1.9220694536638208,4.04692924894156,-1.4990644433657538,4.023560932374499,7.101501188139757,-0.29473323067010027,-0.9202864533794141
-0.9490618002431784,-8.586928632466831,10.026654692632992,-8.566161211350838,2.9868919266674867,-8.630265042590237,9.900218561780065,-6.29789661847652,-2.045903445631793,-2.020433624668556,-0.08993114600586705,-3.5148714082408308,-3.96242485950954,3.4413368421494166,-1.8494608221691555,-6.853042123138799,-0.48323999418017216,4.789087097021774,-3.475705608525143,-2.6899851659844556,-2.5778865524188945,-9.955818597568848,2.024823133856775,0.8158016208438793,4.513381130286227,-11.200385805319401,0.2960780040589036,7.574080491064611,5.615939985878661,-5.173295677753391,-4.96852280218771,6.090814562010631,1.0866682558093066,3.2771535214994714,2.016926055347787,5.885856804639944,-0.27806997532283434,2.499938023745937,2.013581317161874,9.069289072792813,7.498206994822248,1.4379922586930656,-0.5413682732999987,2.466393395700098,8.549911989006311,5.861099606670913,-1.5044133960818085,3.0472703535732584,3.545641811483276,0.08798084772283991,-4.614515789451629,-4.576736235041407,0.6270418749457075,0.48794806120467565,4.72922402256202,-6.42198543407645,6.293095178249161,-0.42697746210478993,-12.961749835877301,-6.423317116997796,0.9111034836124875,1.8747901132104159,-10.839359417505843,-0.5356801742867345
-23.129026604824393,-6.277848755568816,-11.173550236796673,0.9840311850457455,-2.4686384065724236,2.3205064721363997,-11.003374553114233,24.026774254805648,0.9959975957058077,-25.143381206396437,3.744752724752451,0.7277376816693893,17.391439759240562,-19.260842086633286,-7.396260420915394,4.625072189987816,4.673285819357136,4.215494872419382,-8.031491300375215,2.478943331643882,1.773242289591756,-2.2193479072664313,-11.104567589459688,-0.7205347050579097,-4.89772781506973,3.3226309538485337,0.6349321010462217,6.265905727892992,1.4589879708310522,-3.468904263731452,-8.003925272121107,-5.268540825959372,-7.184682792011711,-10.492751181866725,4.600033375482061,2.1583994582182955,2.554255732879029,-0.40269048353238246,0.6896274160312337,8.607947558548341,-1.183036288689598,-11.263644191427693,-5.2158962811143725,6.32353607291448,6.543151645608705,3.7133894133239154,2.5454656204270942,-0.21149767641956868,-4.493185301972008,1.7515875350311239,-4.750302181643936,0.574462230848997,4.7733607184317774,-6.328200762752992,1.926776063496338,-3.127253551405076,-0.9241406340567276,5.206102217470873,-1.1010259680314851,-2.15414375938267,-3.4783924670728292,-0.09507001478231224,7.738342907784151,-2.006298395610409
-17.243616987758312,-2.222143434260923,9.460685170674404,31.994559698382513,11.674630822568767,-3.6000533412682434,-13.59499977443016,-13.652203765111013,-2.568756334439034,-4.926341427153016,4.9739602380240955,-1.6152093510551406,-18.402219763615733,-9.088041340717957,-10.471728030663648,-0.7172879231140921,0.6306000321645122,-8.99218085961679,7.202234045661112,-1.7612276177621995,-5.563121218219858,4.864039839204029,-5.45106177899433,-4.456017583751451,-7.730842529029325,-1.8924165807858584,10.892506480347963,-3.511023020370805,3.0754539080697203,5.707998630161911,-4.75874851251641,3.4887315909647505,-1.9508839323662712,1.548177432544981,3.935582504667352,0.04563465714099021,7.359437610264144,-0.3110824419365589,2.511918638785924,1.6038911478903384,-1.203660599986975,1.9449209390771596,-2.6355461577615364,-8.306641933104535,-0.9870345006613447,-0.703386746002844,-2.6496104683776798,-5.445369331503367,0.6796059367979069,2.5562657517307508,0.2312100712247065,0.8498566063631361,-1.2074048756822489,2.768027135192429,-0.3333237400554156,-3.8800342366864835,-3.1596608255715597,-5.628322535699492,-1.1699390530307456,3.184192399460988,-2.6330854755924067,-2.0486489080388677,3.3700108465407563,-1.0828829532257687
-20.717061507022073,-10.734904692008723,-10.084935559002906,-0.44407126381636897,3.044487804919663,-3.3584991188624573,-3.5725969910450686,-2.850734448529016,0.9890691531299809,7.875216884464768,-12.068016146755339,3.212384874046441,0.18375157691170846,-11.300377949207574,-4.484407459869695,-0.18846460300845924,-3.312588326312566,4.8613984170052005,-2.849769426877671,-4.979354999421191,-1.3110959332251932,-3.9059762041225756,-3.1067966754693592,-0.6056906238764025,4.287167711155197,-7.021787348424306,3.407182462960755,-12.665618851971772,-7.760481760547622,-10.029250064717997,0.039291950636527566,-4.726461761026895,-2.923723088552995,4.746874622292864,2.6990052763662344,7.731061415803089,-8.521792356744436,-4.912454878414503,3.0720478946561207,2.527895070843252,-3.1908828999326864,8.631479490010559,-8.881440416985786,7.328811864376766,10.274446186821514,2.8517641878908413,-1.8856427408309953,3.608941963270886,-4.619883329675778,-0.3076965610333079,6.0968880413687145,6.918374217377674,-5.906185068007214,-1.1156550347777376,-10.531030722730225,3.8786370404769155,-2.490141966939595,-4.437055683995265,9.392486963955456,6.095828362991835,-1.2499975751476835,7.781161139347219,8.854113221036824,5.672433349832238
-11.368139186172689,-7.4497573718882215,2.349503436652938,-5.083611347153739,-0.14887921497599682,-1.1490044736067615,-8.233396927619502,-1.9473939064686219,11.342765101869919,10.855791924891424,-5.939902817629546,17.204001577612875,0.8562218819090882,-5.38596785772138,9.882151722673708,-5.568254169380295,-1.275245079289176,-3.2652685106386503,17.0599775640871,15.089131157248506,43.991734349907205,-0.3739284932932556,8.607629474535317,-10.546066093760688,-2.0815858007427477,7.4605242322957395,-14.995431442257335,8.013279470901232,-8.279117978744322,-2.0418939985428337,-5.813095721158417,30.015746636967453,-9.29830207259644,2.4263675275134298,-7.029869174866159,-2.6610179290190743,0.21374915907147737,8.52982813240725,-0.5442668382669682,-1.6463091110825674,-1.2441126566015077,-7.500334688384689,1.6223579728609088,3.8461016604617497,-0.610567607005388,2.197702988255756,5.287935274011244,5.830621143232867,2.476968802782316,7.9894823146092095,0.8977384064679346,-2.6344542892491645,0.277267926428023,-0.42463178138078966,-2.3528097313640863,-4.632413892175792,-4.846427656212035,-3.5680931299955128,3.3795557312489817,1.036089552480491,0.19920137919461314,-7.297109049497916,-1.0256235326598522,4.959751645135875
-11.282667947465976,-1.744550885102276,11.708203022417447,22.190934649970956,2.0839263317957877,-4.379260497568283,-9.47459947696899,-21.076231917483273,1.506469556505094,-10.281915437383827,7.046312292934159,0.0794366108583702,-0.5302202191649878,-2.115909367648631,2.2358632137691212,4.541348171556757,3.9214790843712697,8.221181738644363,12.06178764170302,-10.559238089809206,-4.017105341743961,1.6740209685955636,-7.549200020538207,-5.71243252442595,1.2008467186184426,4.753504897127565,10.05962210841995,5.539486949864717,3.2196922407106516,9.924029186119398,-8.99404746424964,0.5134138454386946,-0.7481061879649598,-0.3258218298137976,2.8870005774216128,4.081303991720484,8.225078525936635,-0.8911080265326027,2.3431071119002045,-4.2604235370384425,-0.8694798292862395,-1.7086650600513131,4.026574361723421,2.5805420929383556,-2.018769048489039,-3.1172392653765546,2.474643962006516,-1.9920805484412842,6.907167763931301,-1.6997223556437087,1.2727884664237161,1.6962770684752062,-1.0001889773268733,0.7089745785547544,-0.3122550113089094,-4.7382092113955245,-3.2789007886507573,-0.8543720765632172,-2.967045782142079,3.5382917837171353,-2.985240862366572,-1.5260262881414763,-3.588748034645232,3.505869690483843
-7.185861354409697,-7.749007169527967,8.763250880751714,-7.791705639151177,-3.71336103520338,-1.8380294641101258,-7.73748678067438,4.568467759653103,26.19589345536876,15.001846587102847,10.390269079481184,26.70164501586442,5.360719462187323,24.01327498096192,-14.440053615883972,-7.520573277554846,6.986020916261575,4.702018672724749,7.092970407534895,12.058760416460276,-9.495140326141895,-2.559500129437869,-0.17365214967776546,-0.9374408519449057,-21.055610236003552,-4.629385618427711,-1.0525887533088614,-5.010275219516451,9.436897893541046,2.1395317189222536,3.992038991508391,-4.887853217213967,-6.9109831770141525,-2.2526216974964774,3.3102549173993965,7.846563297310903,-0.8563642327190607,-3.913780598005662,-1.222087052367463,-5.082343383521066,7.477284919558501,1.1602479603326938,8.117440309359646,6.900012461756612,4.473145519352874,5.178720138816046,4.173960407179839,9.105350205402228,-8.068599126508175,-13.488099997697743,3.4457919190012802,-3.8316574715865754,6.156081430122036,-8.537942967527338,-5.762960994838778,6.310723007825313,-5.4004638026495275,-0.6702046945754135,-5.707716539424241,-9.867993982336518,-5.483632531230576,-0.7957263156820564,7.096274958092913,-5.80328644714052
-17.851399556444026,-10.948783004841149,-8.522323886314926,-0.6034981247404965,8.440606729152515,-4.832132337294242,3.26612668043703,-4.505050697346711,-3.646468707383003,0.31910355644755883,-2.3636725864959818,-3.7591281937200303,0.7486886094654455,1.430620130044204,-1.995012242582139,-5.862094764873655,2.469649094313407,0.8694288256297442,-1.3589724730888502,-3.242462395649462,-1.5203312412201597,-0.9985056082470362,2.663958673664338,-0.8855798767742663,-0.42400279910366506,1.5080891635437512,8.088653881927357,-5.91671949477468,-3.0425758347244924,-3.560279067758836,1.8143153229625533,-0.30144839932813683,0.5429507623429457,0.26475474043776775,-1.6797691837441477,-3.6554759696033594,-1.812493200864092,-4.3611377302420244,0.06089054376246045,0.5220113880431896,-0.27125696367516977,-0.6600487496614599,-1.7649045490435151,4.22965063058224,-4.9855610855780865,0.8034298182661793,2.892319892251521,1.680613470796332,1.229086101437144,2.0880931761457613,1.2586255310736119,-2.062807656544128,-0.5520395893939981,1.688180092877516,2.466153563642496,1.852275226924869,3.816006045784836,-1.1950838877643533,4.880381783348007,-6.055081832456517,1.4572474479649307,-8.313480067339622,-6.9725825149489475,1.100391621600784
